movieId,title,genres,language
2808,Universal Soldier (1992),Action|Sci-Fi,English
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,English
2812,In Too Deep (1999),Action|Thriller,English
2813,"Source, The (1999)",Documentary,English
2815,Iron Eagle (1986),Action|War,English
2816,Iron Eagle II (1988),Action|War,English
2817,Aces: Iron Eagle III (1992),Action,English
2818,Iron Eagle IV (1995),Action|War,English
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,English
2820,Hamlet (1964),Drama,English
2822,Medicine Man (1992),Adventure|Romance,English
2824,On the Ropes (1999),Documentary|Drama,English
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,English
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,English
2828,Dudley Do-Right (1999),Children|Comedy,English
2829,"Muse, The (1999)",Comedy,English
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,English
2836,Outside Providence (1999),Comedy,English
2837,Bedrooms & Hallways (1998),Comedy|Romance,English
2839,West Beirut (West Beyrouth) (1998),Drama,English
2840,Stigmata (1999),Drama|Thriller,English
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,English
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,English
2844,"Minus Man, The (1999)",Drama|Mystery,English
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,English
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,English
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,English
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,English
2852,"Soldier's Story, A (1984)",Drama,English
2856,I Saw What You Did (1965),Thriller,English
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,English
2858,American Beauty (1999),Drama|Romance,English
2859,Stop Making Sense (1984),Documentary|Musical,English
2860,Blue Streak (1999),Comedy,English
2861,For Love of the Game (1999),Comedy|Drama,English
2862,Caligula (1979),Drama,English
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,English
2865,Sugar Town (1999),Comedy,English
2866,"Buddy Holly Story, The (1978)",Drama,English
2867,Fright Night (1985),Comedy|Horror|Thriller,English
2868,Fright Night Part II (1988),Horror,English
2870,Barefoot in the Park (1967),Comedy,English
2871,Deliverance (1972),Adventure|Drama|Thriller,English
2872,Excalibur (1981),Adventure|Fantasy,English
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,English
2875,Sommersby (1993),Drama|Mystery|Romance,English
2876,Thumbelina (1994),Animation|Children|Fantasy,English
2877,Tommy (1975),Musical,English
2878,Hell Night (1981),Horror,English
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,English
2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,English
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,English
2882,Jakob the Liar (1999),Drama,English
2883,Mumford (1999),Comedy|Drama,English
2884,Dog Park (1998),Comedy|Romance,English
2885,Guinevere (1999),Drama|Romance,English
2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,English
2887,Simon Sez (1999),Action|Comedy,English
2888,Drive Me Crazy (1999),Comedy|Romance,English
2889,"Mystery, Alaska (1999)",Comedy|Drama,English
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,English
2891,"Happy, Texas (1999)",Comedy,English
2892,New Rose Hotel (1998),Action|Drama,English
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,English
2894,Romance (1999),Drama|Romance,English
2896,Alvarez Kelly (1966),Western,English
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,English
2898,"Dark Half, The (1993)",Horror|Mystery,English
2899,Gulliver's Travels (1939),Adventure|Animation|Children,English
2900,Monkey Shines (1988),Horror|Sci-Fi,English
2901,Phantasm (1979),Horror|Sci-Fi,English
2902,Psycho II (1983),Horror|Mystery|Thriller,English
2903,Psycho III (1986),Horror|Thriller,English
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,English
2906,Random Hearts (1999),Drama|Romance,English
2907,Superstar (1999),Comedy,English
2908,Boys Don't Cry (1999),Drama,English
2912,"Limey, The (1999)",Crime|Drama|Thriller,English
2915,Risky Business (1983),Comedy,English
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,English
2917,Body Heat (1981),Crime|Thriller,English
2918,Ferris Bueller's Day Off (1986),Comedy,English
2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,English
2921,High Plains Drifter (1973),Western,English
2922,Hang 'Em High (1968),Crime|Drama|Western,English
2924,Drunken Master (Jui kuen) (1978),Action|Comedy,English
2925,"Conformist, The (Conformista, Il) (1970)",Drama,English
2926,Hairspray (1988),Comedy|Drama,English
2927,Brief Encounter (1946),Drama|Romance,English
2928,"Razor's Edge, The (1984)",Drama,English
2929,Reds (1981),Drama|Romance,English
2930,Return with Honor (1998),Documentary,English
2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,English
2932,Days of Heaven (1978),Drama,English
2935,"Lady Eve, The (1941)",Comedy|Romance,English
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,English
2937,"Palm Beach Story, The (1942)",Comedy,English
2939,Niagara (1953),Drama|Thriller,English
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,English
2941,South Pacific (1958),Musical|Romance|War,English
2942,Flashdance (1983),Drama|Romance,English
2943,Indochine (1992),Drama|Romance,English
2944,"Dirty Dozen, The (1967)",Action|Drama|War,English
2946,Help! (1965),Comedy|Musical,English
2947,Goldfinger (1964),Action|Adventure|Thriller,English
2948,From Russia with Love (1963),Action|Adventure|Thriller,English
2949,Dr. No (1962),Action|Adventure|Thriller,English
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,English
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,English
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,English
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,English
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,English
2959,Fight Club (1999),Action|Crime|Drama|Thriller,English
2961,"Story of Us, The (1999)",Comedy|Drama,English
2962,Fever Pitch (1997),Comedy|Romance,English
2964,Julien Donkey-Boy (1999),Drama,English
2965,"Omega Code, The (1999)",Action,English
2966,"Straight Story, The (1999)",Adventure|Drama,English
2967,"Bad Seed, The (1956)",Drama|Thriller,English
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,English
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,English
2970,Fitzcarraldo (1982),Adventure|Drama,English
2971,All That Jazz (1979),Drama|Fantasy|Musical,English
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,English
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,English
2974,Bats (1999),Horror|Thriller,English
2975,"Best Man, The (1999)",Comedy|Drama,English
2976,Bringing Out the Dead (1999),Drama,English
2977,Crazy in Alabama (1999),Comedy|Drama,English
2978,Three to Tango (1999),Comedy|Romance,English
2979,Body Shots (1999),Drama,English
2982,"Guardian, The (1990)",Horror|Thriller,English
2983,"Ipcress File, The (1965)",Thriller,English
2984,On Any Sunday (1971),Documentary,English
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,English
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,English
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,English
2988,Melvin and Howard (1980),Drama,English
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,English
2990,Licence to Kill (1989),Action|Adventure|Thriller,English
2991,Live and Let Die (1973),Action|Adventure|Thriller,English
2992,Rawhead Rex (1986),Horror|Thriller,English
2993,Thunderball (1965),Action|Adventure|Thriller,English
2995,House on Haunted Hill (1999),Horror|Thriller,English
2996,Music of the Heart (1999),Drama,English
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,English
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,English
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,English
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,English
3004,"Bachelor, The (1999)",Comedy|Romance,English
3005,"Bone Collector, The (1999)",Thriller,English
3006,"Insider, The (1999)",Drama|Thriller,English
3007,American Movie (1999),Documentary,English
3008,Last Night (1998),Drama|Sci-Fi,English
3010,Rosetta (1999),Drama,English
3011,"They Shoot Horses, Don't They? (1969)",Drama,English
3013,Bride of Re-Animator (1990),Comedy|Horror,English
3014,Bustin' Loose (1981),Comedy,English
3015,Coma (1978),Thriller,English
3016,Creepshow (1982),Horror,English
3017,Creepshow 2 (1987),Horror,English
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,English
3019,Drugstore Cowboy (1989),Crime|Drama,English
3020,Falling Down (1993),Action|Drama,English
3021,"Funhouse, The (1981)",Horror,English
3022,"General, The (1926)",Comedy|War,English
3024,Piranha (1978),Horror|Sci-Fi,English
3028,"Taming of the Shrew, The (1967)",Comedy,English
3029,Nighthawks (1981),Action|Drama,English
3030,Yojimbo (1961),Action|Adventure,English
3031,Repossessed (1990),Comedy,English
3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,English
3033,Spaceballs (1987),Comedy|Sci-Fi,English
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,English
3035,Mister Roberts (1955),Comedy|Drama|War,English
3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,English
3037,Little Big Man (1970),Western,English
3038,"Face in the Crowd, A (1957)",Drama,English
3039,Trading Places (1983),Comedy,English
3040,Meatballs (1979),Comedy,English
3041,Meatballs Part II (1984),Comedy,English
3042,Meatballs III (1987),Comedy,English
3043,Meatballs 4 (1992),Comedy,English
3044,Dead Again (1991),Mystery|Romance|Thriller,English
3045,Peter's Friends (1992),Comedy|Drama,English
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,English
3048,Under the Rainbow (1981),Comedy,English
3051,Anywhere But Here (1999),Comedy|Drama,English
3052,Dogma (1999),Adventure|Comedy|Fantasy,English
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,English
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,English
3055,Felicia's Journey (1999),Thriller,English
3056,Oxygen (1999),Crime|Drama|Thriller,English
3057,Where's Marlowe? (1998),Comedy,English
3060,"Commitments, The (1991)",Comedy|Drama|Musical,English
3061,Holiday Inn (1942),Comedy|Musical,English
3062,"Longest Day, The (1962)",Action|Drama|War,English
3063,Poison Ivy (1992),Drama|Thriller,English
3064,Poison Ivy: New Seduction (1997),Drama|Thriller,English
3066,Tora! Tora! Tora! (1970),Action|Drama|War,English
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,English
3068,"Verdict, The (1982)",Drama|Mystery,English
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,English
3071,Stand and Deliver (1988),Comedy|Drama,English
3072,Moonstruck (1987),Comedy|Romance,English
3073,"Sandpiper, The (1965)",Drama|Romance,English
3074,Jeremiah Johnson (1972),Western,English
3075,Repulsion (1965),Drama|Horror,English
3076,Irma la Douce (1963),Comedy,English
3077,42 Up (1998),Documentary,English
3078,Liberty Heights (1999),Drama,English
3079,Mansfield Park (1999),Comedy|Drama|Romance,English
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,English
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,English
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,English
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,English
3087,Scrooged (1988),Comedy|Fantasy|Romance,English
3088,Harvey (1950),Comedy|Fantasy,English
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,English
3090,Matewan (1987),Drama,English
3091,Kagemusha (1980),Drama|War,English
3093,McCabe & Mrs. Miller (1971),Drama|Western,English
3094,Maurice (1987),Drama|Romance,English
3095,"Grapes of Wrath, The (1940)",Drama,English
3096,My Man Godfrey (1957),Comedy,English
3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,English
3098,"Natural, The (1984)",Drama,English
3099,Shampoo (1975),Comedy|Drama|Romance,English
3100,"River Runs Through It, A (1992)",Drama,English
3101,Fatal Attraction (1987),Drama|Thriller,English
3102,Jagged Edge (1985),Crime|Romance|Thriller,English
3103,Stanley & Iris (1990),Drama|Romance,English
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,English
3105,Awakenings (1990),Drama|Mystery,English
3106,Come See the Paradise (1990),Drama|Romance,English
3107,Backdraft (1991),Action|Drama,English
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,English
3109,"River, The (1984)",Drama,English
3111,Places in the Heart (1984),Drama,English
3112,'night Mother (1986),Drama,English
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,English
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,English
3115,Flawless (1999),Drama,English
3117,Ride with the Devil (1999),Drama|Romance|War,English
3120,"Distinguished Gentleman, The (1992)",Comedy,English
3125,"End of the Affair, The (1999)",Drama,English
3127,Holy Smoke (1999),Comedy|Drama,English
3129,Sweet and Lowdown (1999),Comedy|Drama,English
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,English
3132,Daddy Long Legs (1919),Comedy|Drama,English
3134,Grand Illusion (La grande illusion) (1937),Drama|War,English
3135,"Great Santini, The (1979)",Drama,English
3138,Stealing Home (1988),Drama,English
3141,"Two Jakes, The (1990)",Drama,English
3142,U2: Rattle and Hum (1988),Documentary|Musical,English
3143,Hell in the Pacific (1968),Drama|War,English
3145,Cradle Will Rock (1999),Drama,English
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,English
3147,"Green Mile, The (1999)",Crime|Drama,English
3148,"Cider House Rules, The (1999)",Drama,English
3150,"War Zone, The (1999)",Drama|Thriller,English
3152,"Last Picture Show, The (1971)",Drama,English
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,English
3155,Anna and the King (1999),Drama|Romance,English
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,English
3157,Stuart Little (1999),Children|Comedy|Fantasy,English
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,English
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,English
3160,Magnolia (1999),Drama,English
3161,Onegin (1999),Drama|Romance,English
3162,Simpatico (1999),Comedy|Drama,English
3163,Topsy-Turvy (1999),Comedy|Drama|Musical,English
3165,Boiling Point (1993),Action|Drama,English
3167,Carnal Knowledge (1971),Comedy|Drama,English
3168,Easy Rider (1969),Adventure|Drama,English
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,English
3171,Room at the Top (1959),Drama,English
3173,Any Given Sunday (1999),Drama,English
3174,Man on the Moon (1999),Comedy|Drama,English
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,English
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,English
3177,Next Friday (2000),Comedy,English
3178,"Hurricane, The (1999)",Drama,English
3179,Angela's Ashes (1999),Drama,English
3181,Titus (1999),Drama,English
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,English
3183,"Third Miracle, The (1999)",Drama,English
3185,Snow Falling on Cedars (1999),Drama,English
3186,"Girl, Interrupted (1999)",Drama,English
3189,My Dog Skip (1999),Children|Drama,English
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,English
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,English
3194,"Way We Were, The (1973)",Drama|Romance,English
3196,Stalag 17 (1953),Drama|War,English
3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,English
3198,Papillon (1973),Crime|Drama,English
3200,"Last Detail, The (1973)",Comedy|Drama,English
3201,Five Easy Pieces (1970),Drama,English
3203,Dead Calm (1989),Thriller,English
3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,English
3206,Against All Odds (1984),Romance,English
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,English
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,English
3211,"Cry in the Dark, A (1988)",Drama,English
3213,Batman: Mask of the Phantasm (1993),Animation|Children,English
3214,American Flyers (1985),Drama,English
3217,"Star Is Born, A (1937)",Drama,English
3219,Pacific Heights (1990),Mystery|Thriller,English
3221,"Draughtsman's Contract, The (1982)",Drama,English
3223,"Zed & Two Noughts, A (1985)",Drama,English
3224,Woman in the Dunes (Suna no onna) (1964),Drama,English
3225,Down to You (2000),Comedy|Romance,English
3230,"Odessa File, The (1974)",Thriller,English
3235,Where the Buffalo Roam (1980),Comedy,English
3238,Eye of the Beholder (1999),Thriller,English
3240,"Big Tease, The (1999)",Comedy,English
3241,"Cup, The (Phörpa) (1999)",Comedy,English
3243,Encino Man (1992),Comedy,English
3244,"Goodbye Girl, The (1977)",Comedy|Romance,English
3246,Malcolm X (1992),Drama,English
3247,Sister Act (1992),Comedy|Crime,English
3248,Sister Act 2: Back in the Habit (1993),Comedy,English
3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,English
3250,Alive (1993),Drama,English
3251,Agnes of God (1985),Drama|Mystery,English
3252,Scent of a Woman (1992),Drama,English
3253,Wayne's World (1992),Comedy,English
3254,Wayne's World 2 (1993),Comedy,English
3255,"League of Their Own, A (1992)",Comedy|Drama,English
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,English
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,English
3258,Death Becomes Her (1992),Comedy|Fantasy,English
3259,Far and Away (1992),Adventure|Drama|Romance,English
3260,Howards End (1992),Drama,English
3261,Singles (1992),Comedy|Drama|Romance,English
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,English
3263,White Men Can't Jump (1992),Comedy|Drama,English
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,English
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,English
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,English
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,English
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,English
3269,Forever Young (1992),Drama|Romance|Sci-Fi,English
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,English
3271,Of Mice and Men (1992),Drama,English
3272,Bad Lieutenant (1992),Crime|Drama,English
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,English
3274,Single White Female (1992),Drama|Thriller,English
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,English
3276,Gun Shy (2000),Comedy,English
3280,"Baby, The (1973)",Horror,English
3281,"Brandon Teena Story, The (1998)",Documentary,English
3283,Minnie and Moskowitz (1971),Action,English
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,English
3285,"Beach, The (2000)",Adventure|Drama,English
3286,Snow Day (2000),Comedy,English
3287,"Tigger Movie, The (2000)",Animation|Children,English
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,English
3294,Eaten Alive (1977),Horror,English
3295,Raining Stones (1993),Drama,English
3296,To Sir with Love (1967),Drama,English
3298,Boiler Room (2000),Crime|Drama|Thriller,English
3299,Hanging Up (2000),Comedy|Drama,English
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,English
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,English
3302,Beautiful People (1999),Comedy,English
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,English
3306,"Circus, The (1928)",Comedy,English
3307,City Lights (1931),Comedy|Drama|Romance,English
3308,"Flamingo Kid, The (1984)",Comedy|Drama,English
3310,"Kid, The (1921)",Comedy|Drama,English
3313,Class Reunion (1982),Comedy,English
3315,Happy Go Lovely (1951),Musical,English
3316,Reindeer Games (2000),Action|Thriller,English
3317,Wonder Boys (2000),Comedy|Drama,English
3323,Chain of Fools (2000),Comedy|Crime,English
3324,Drowning Mona (2000),Comedy,English
3325,"Next Best Thing, The (2000)",Comedy|Drama,English
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,English
3327,Beyond the Mat (1999),Documentary,English
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,English
3329,The Year My Voice Broke (1987),Drama|Romance,English
3330,Splendor in the Grass (1961),Drama|Romance,English
3331,My Tutor (1983),Drama,English
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,English
3338,For All Mankind (1989),Documentary,English
3341,Born Yesterday (1950),Comedy,English
3342,Birdy (1984),Drama|War,English
3344,Blood Feast (1963),Horror,English
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,English
3347,Never Cry Wolf (1983),Adventure|Drama,English
3350,"Raisin in the Sun, A (1961)",Drama,English
3353,"Closer You Get, The (2000)",Comedy|Romance,English
3354,Mission to Mars (2000),Sci-Fi,English
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,English
3357,East-West (Est-ouest) (1999),Drama|Romance,English
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,English
3359,Breaking Away (1979),Comedy|Drama,English
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,English
3361,Bull Durham (1988),Comedy|Drama|Romance,English
3362,Dog Day Afternoon (1975),Crime|Drama,English
3363,American Graffiti (1973),Comedy|Drama,English
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,English
3365,"Searchers, The (1956)",Drama|Western,English
3368,"Big Country, The (1958)",Romance|Western,English
3370,Betrayed (1988),Drama|Thriller,English
3372,"Bridge at Remagen, The (1969)",Action|War,English
3374,Daughters of the Dust (1991),Drama,English
3378,"Ogre, The (Unhold, Der) (1996)",Drama,English
3379,On the Beach (1959),Drama,English
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,English
3385,Volunteers (1985),Comedy,English
3386,JFK (1991),Drama|Mystery|Thriller,English
3387,Who's Harry Crumb? (1989),Comedy|Mystery,English
3388,Harry and the Hendersons (1987),Children|Comedy,English
3389,Let's Get Harry (1986),Action|Adventure,English
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,English
3391,Who's That Girl? (1987),Comedy,English
3392,She-Devil (1989),Comedy,English
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,English
3394,Blind Date (1987),Comedy|Romance,English
3395,Nadine (1987),Comedy,English
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,English
3397,"Great Muppet Caper, The (1981)",Children|Comedy,English
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,English
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,English
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,English
3402,Turtle Diary (1985),Comedy|Drama|Romance,English
3403,Raise the Titanic (1980),Drama|Thriller,English
3404,Titanic (1953),Action|Drama,English
3405,"Night to Remember, A (1958)",Action|Drama,English
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,English
3408,Erin Brockovich (2000),Drama,English
3409,Final Destination (2000),Drama|Thriller,English
3410,Soft Fruit (1999),Comedy|Drama,English
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,English
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,English
3415,"Mirror, The (Zerkalo) (1975)",Drama,English
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,English
3418,Thelma & Louise (1991),Adventure|Crime|Drama,English
3420,...And Justice for All (1979),Drama|Thriller,English
3421,Animal House (1978),Comedy,English
3422,She's Gotta Have It (1986),Comedy|Romance,English
3423,School Daze (1988),Drama,English
3424,Do the Right Thing (1989),Drama,English
3425,Mo' Better Blues (1990),Drama|Musical,English
3426,Jungle Fever (1991),Drama|Romance,English
3428,"Champ, The (1979)",Drama,English
3429,Creature Comforts (1989),Animation|Comedy,English
3430,Death Wish (1974),Action|Crime|Drama,English
3431,Death Wish 2 (1982),Action|Drama,English
3432,Death Wish 3 (1985),Action|Drama,English
3433,Death Wish 4: The Crackdown (1987),Action|Drama,English
3434,Death Wish 5: The Face of Death (1994),Action|Drama,English
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,English
3436,Dying Young (1991),Drama|Romance,English
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,English
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,English
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,English
3441,Red Dawn (1984),Action|Drama|War,English
3442,Band of the Hand (1986),Action|Crime|Drama,English
3444,Bloodsport (1988),Action,English
3445,Eyes of Laura Mars (1978),Mystery|Thriller,English
3446,Funny Bones (1995),Comedy|Drama,English
3447,"Good Earth, The (1937)",Drama,English
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,English
3449,"Good Mother, The (1988)",Drama,English
3450,Grumpy Old Men (1993),Comedy,English
3451,Guess Who's Coming to Dinner (1967),Drama,English
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,English
3453,Here on Earth (2000),Drama|Romance,English
3454,Whatever It Takes (2000),Comedy|Romance,English
3455,Buddy Boy (1999),Drama|Thriller,English
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,English
3459,Gothic (1986),Drama|Horror,English
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,English
3462,Modern Times (1936),Comedy|Drama|Romance,English
3466,Heart and Souls (1993),Comedy|Fantasy,English
3467,Hud (1963),Drama|Western,English
3468,"Hustler, The (1961)",Drama,English
3469,Inherit the Wind (1960),Drama,English
3470,Dersu Uzala (1975),Adventure|Drama,English
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,English
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,English
3474,Retroactive (1997),Sci-Fi|Thriller,English
3475,"Place in the Sun, A (1951)",Drama|Romance,English
3476,Jacob's Ladder (1990),Horror|Mystery,English
3477,Empire Records (1995),Comedy|Drama,English
3478,"Bamba, La (1987)",Drama,English
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,English
3480,Lucas (1986),Drama|Romance,English
3481,High Fidelity (2000),Comedy|Drama|Romance,English
3483,"Road to El Dorado, The (2000)",Animation|Children,English
3484,"Skulls, The (2000)",Thriller,English
3489,Hook (1991),Adventure|Comedy|Fantasy,English
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,English
3494,True Grit (1969),Adventure|Drama|Western,English
3496,Madame Sousatzka (1988),Drama,English
3497,Max Dugan Returns (1983),Comedy,English
3498,Midnight Express (1978),Drama,English
3499,Misery (1990),Drama|Horror|Thriller,English
3500,Mr. Saturday Night (1992),Comedy|Drama,English
3501,Murphy's Romance (1985),Comedy|Romance,English
3502,My Life (1993),Drama,English
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,English
3504,Network (1976),Comedy|Drama,English
3505,No Way Out (1987),Drama|Mystery|Thriller,English
3506,North Dallas Forty (1979),Comedy|Drama,English
3507,"Odd Couple, The (1968)",Comedy,English
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,English
3510,Frequency (2000),Drama|Thriller,English
3511,Ready to Rumble (2000),Comedy,English
3512,Return to Me (2000),Drama|Romance,English
